TableName , Field Name , Data Type , IsNull , Is Primary Key , Type Key ,Foreign Key , Multiple FK Type
"ServiceRequest","LatestQuote","varchar(100)","nullable","","","entity.ServiceRequestQuote",""
"ServiceRequest","OriginatingServiceRequest","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequest","PreviousGroup","varchar(100)","nullable","","","entity.Group",""
"ServiceRequest","PreviousQueue","varchar(100)","nullable","","","entity.AssignableQueue",""
"ServiceRequest","PreviousUser","varchar(100)","nullable","","","entity.User",""
"ServiceRequest","Specialist","varchar(100)","nullable","","","FK to the table specified in Specialist_Type column",""
"ServiceRequest","IncidentGw_Type","varchar(30)","nullable","","","","APDIncident, BaggageIncident, CyberIncident_Ext, DwellingIncident, EAIncident_Ext, FixedPropertyIncident, Incident, InjuryIncident, LivingExpensesIncident, MobilePropertyIncident, OtherStructureIncident, ProLiabilityIncident_Ext, PropertyContentsIncident, PropertyIncident, TripIncident, VehicleIncident"
"ServiceRequest","Specialist_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ServiceRequest","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestChange","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestChange","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequestChange","Description","text","nullable","","","",""
"ServiceRequestChange","ExpectedQuoteCompletionDateGw_Chg","bool","not null","","","",""
"ServiceRequestChange","ExpectedServiceCompletionDateGw_Chg","bool","not null","","","",""
"ServiceRequestChange","Instruction_Chg","bool","not null","","","",""
"ServiceRequestChange","New_ExpectedQuoteCompletionDateGw","timestamp","nullable","","","",""
"ServiceRequestChange","New_ExpectedServiceCompletionDateGw","timestamp","nullable","","","",""
"ServiceRequestChange","New_Progress","varchar(17)","nullable","","typekey.ServiceRequestProgress","",""
"ServiceRequestChange","New_QuoteStatus","varchar(18)","nullable","","typekey.ServiceRequestQuoteStatus","",""
"ServiceRequestChange","Operation","varchar(23)","nullable","","typekey.ServiceRequestOperation","",""
"ServiceRequestChange","Progress_Chg","bool","not null","","","",""
"ServiceRequestChange","QuoteStatus_Chg","bool","not null","","","",""
"ServiceRequestChange","Sequence","int4","not null","","","",""
"ServiceRequestChange","Timestamp","timestamp","not null","","","",""
"ServiceRequestChange","Initiator","varchar(100)","nullable","","","FK to the table specified in Initiator_Type column",""
"ServiceRequestChange","New_Instruction","varchar(100)","nullable","","","entity.ServiceRequestInstruction",""
"ServiceRequestChange","RelatedStatement","varchar(100)","nullable","","","FK to the table specified in RelatedStatement_Type column",""
"ServiceRequestChange","Initiator_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ServiceRequestChange","RelatedStatement_Type","varchar(30)","nullable","","","","ServiceRequestInvoice, ServiceRequestQuote"
"ServiceRequestChange","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestDocumentLink","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestDocumentLink","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequestDocumentLink","DateSpecialistNotified","timestamp","nullable","","","",""
"ServiceRequestDocumentLink","VisibleToSpecialist","bool","not null","","","",""
"ServiceRequestDocumentLink","Document","varchar(100)","nullable","","","entity.Document",""
"ServiceRequestDocumentLink","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestInstruction","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestInstruction","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequestInstruction","InstructionTextGw","text","nullable","","","",""
"ServiceRequestInstruction","CustomerContactGw","varchar(100)","nullable","","","FK to the table specified in CustomerContactGw_Type column",""
"ServiceRequestInstruction","ServiceAddressGw","varchar(100)","nullable","","","entity.Address",""
"ServiceRequestInstruction","CustomerContactGw_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ServiceRequestInstruction","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestInstructionService","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestInstructionService","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequestInstruction",""
"ServiceRequestInstructionService","Service","varchar(100)","nullable","","","entity.SpecialistService",""
"ServiceRequestInstructionService","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestInvoice","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestInvoice","PMT_Parent","varchar(100)","nullable","","","entity.Check",""
"ServiceRequestInvoice","ApprovalDate","timestamp","nullable","","","",""
"ServiceRequestInvoice","DeclinedReason","text","nullable","","","",""
"ServiceRequestInvoice","Description","text","not null","","","",""
"ServiceRequestInvoice","PaymentDate","timestamp","nullable","","","",""
"ServiceRequestInvoice","ReferenceNumber","varchar(255)","nullable","","","",""
"ServiceRequestInvoice","Source","varchar(8)","nullable","","typekey.StatementSource","",""
"ServiceRequestInvoice","StatementCreationTime","timestamp","not null","","","",""
"ServiceRequestInvoice","Status","varchar(18)","not null","","typekey.ServiceRequestInvoiceStatus","",""
"ServiceRequestInvoice","ApprovedBy","varchar(100)","nullable","","","entity.User",""
"ServiceRequestInvoice","PaidBy","varchar(100)","nullable","","","entity.User",""
"ServiceRequestInvoice","ServiceRequest","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequestInvoice","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestMessage","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestMessage","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequestMessage","Body","text","not null","","","",""
"ServiceRequestMessage","SendDate","timestamp","not null","","","",""
"ServiceRequestMessage","SentFromPortal","bool","not null","","","",""
"ServiceRequestMessage","Title","varchar(255)","not null","","","",""
"ServiceRequestMessage","Type","varchar(8)","not null","","typekey.ServiceRequestMessageType","",""
"ServiceRequestMessage","Author","varchar(100)","nullable","","","FK to the table specified in Author_Type column",""
"ServiceRequestMessage","Author_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ServiceRequestMessage","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestPromotion","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestPromotion","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequestPromotion","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestQuote","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestQuote","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceRequestQuote","ApprovalDate","timestamp","nullable","","","",""
"ServiceRequestQuote","DeclinedReason","text","nullable","","","",""
"ServiceRequestQuote","Description","text","not null","","","",""
"ServiceRequestQuote","ExpectedDaysToPerformService","int4","not null","","","",""
"ServiceRequestQuote","ReferenceNumber","varchar(255)","nullable","","","",""
"ServiceRequestQuote","Source","varchar(8)","nullable","","typekey.StatementSource","",""
"ServiceRequestQuote","StatementCreationTime","timestamp","not null","","","",""
"ServiceRequestQuote","ApprovedBy","varchar(100)","nullable","","","entity.User",""
"ServiceRequestQuote","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestStatementDocumentLink","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestStatementDocumentLink","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"ServiceRequestStatementDocumentLink","PMT_Parent_Type","varchar(30)","nullable","","","","ServiceRequestInvoice, ServiceRequestQuote"
"ServiceRequestStatementDocumentLink","ServiceRequestDocumentLink","varchar(100)","nullable","","","entity.ServiceRequestDocumentLink",""
"ServiceRequestStatementDocumentLink","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceRequestStatementLineItem","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceRequestStatementLineItem","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"ServiceRequestStatementLineItem","PMT_Parent_Type","varchar(30)","nullable","","","","ServiceRequestInvoice, ServiceRequestQuote"
"ServiceRequestStatementLineItem","Amount","numeric(18,2)","not null","","","",""
"ServiceRequestStatementLineItem","Category","varchar(13)","nullable","","typekey.ServiceRequestStatementLineItemCategory","",""
"ServiceRequestStatementLineItem","Description","varchar(255)","nullable","","","",""
"ServiceRequestStatementLineItem","PMT_PayloadId","varchar(256)","not null","","","",""
"ServiceTimelinessServiceRequestMetric","PMT_ID","varchar(100)","not null","primary key","","",""
"ServiceTimelinessServiceRequestMetric","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"ServiceTimelinessServiceRequestMetric","DaysDifferentFromExpected","int4","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","DecimalRedValue","numeric(20,4)","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","DecimalTargetValue","numeric(20,4)","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","DecimalYellowValue","numeric(20,4)","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","Escalated","bool","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","IntegerValue","int4","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","IsOpen","bool","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","MetricUnit","varchar(8)","nullable","","typekey.MetricUnit","",""
"ServiceTimelinessServiceRequestMetric","ReachRedTime","timestamp","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","ReachYellowTime","timestamp","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","Skipped","bool","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","StartTime","timestamp","nullable","","","",""
"ServiceTimelinessServiceRequestMetric","PMT_PayloadId","varchar(256)","not null","","","",""
"Settlement","PMT_ID","varchar(100)","not null","primary key","","",""
"Settlement","PMT_Parent","varchar(100)","nullable","","","entity.Exposure",""
"Settlement","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Settlement","BenefitType","varchar(5)","nullable","","typekey.LostWagesBenefitType","",""
"Settlement","Description","varchar(255)","nullable","","","",""
"Settlement","LoadCommandID","int8","nullable","","","",""
"Settlement","SettleAmount","numeric(18,2)","nullable","","","",""
"Settlement","SettleDate","timestamp","nullable","","","",""
"Settlement","SettleMethod","varchar(12)","nullable","","typekey.SettleMethod","",""
"Settlement","PMT_PayloadId","varchar(256)","not null","","","",""
"SpecialHandlingEmailAddress","PMT_ID","varchar(100)","not null","primary key","","",""
"SpecialHandlingEmailAddress","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"SpecialHandlingEmailAddress","PMT_Parent_Type","varchar(42)","nullable","","","","ClaimIndicatorAutomatedNotificationHandler, FinancialAutomatedNotificationHandler"
"SpecialHandlingEmailAddress","EmailAddress","varchar(256)","not null","","","",""
"SpecialHandlingEmailAddress","LoadCommandID","int8","nullable","","","",""
"SpecialHandlingEmailAddress","PMT_PayloadId","varchar(256)","not null","","","",""
"SpecialHandlingFinancialState","PMT_ID","varchar(100)","not null","primary key","","",""
"SpecialHandlingFinancialState","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"SpecialHandlingFinancialState","PMT_PayloadId","varchar(256)","not null","","","",""
"SpecialHandlingPreviousAmount","PMT_ID","varchar(100)","not null","primary key","","",""
"SpecialHandlingPreviousAmount","PMT_Parent","varchar(100)","nullable","","","entity.SpecialHandlingFinancialState",""
"SpecialHandlingPreviousAmount","FinancialThreshold","varchar(16)","nullable","","typekey.FinancialThreshold","",""
"SpecialHandlingPreviousAmount","PreviousAmount","numeric(18,2)","nullable","","","",""
"SpecialHandlingPreviousAmount","PMT_PayloadId","varchar(256)","not null","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","PMT_ID","varchar(100)","not null","primary key","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","PMT_Parent","varchar(100)","nullable","","","entity.ServiceRequest",""
"SpecialistInitialResponseTimeServiceRequestMetric","DecimalRedValue","numeric(20,4)","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","DecimalTargetValue","numeric(20,4)","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","DecimalYellowValue","numeric(20,4)","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","Escalated","bool","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","IntegerValue","int4","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","IsOpen","bool","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","MetricUnit","varchar(8)","nullable","","typekey.MetricUnit","",""
"SpecialistInitialResponseTimeServiceRequestMetric","ReachRedTime","timestamp","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","ReachYellowTime","timestamp","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","Skipped","bool","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","StartTime","timestamp","nullable","","","",""
"SpecialistInitialResponseTimeServiceRequestMetric","PMT_PayloadId","varchar(256)","not null","","","",""
"SpecialistService","PMT_ID","varchar(100)","not null","primary key","","",""
"SpecialistService","Code","varchar(255)","not null","","","",""
"SpecialistService","PMT_PayloadId","varchar(256)","not null","","","",""
"StatCode","PMT_ID","varchar(100)","not null","primary key","","",""
"StatCode","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"StatCode","BuildingNumber","varchar(64)","nullable","","","",""
"StatCode","ClassCode","varchar(64)","nullable","","","",""
"StatCode","InsuranceLine","varchar(20)","nullable","","typekey.InsuranceLine","",""
"StatCode","InsuranceSubLine","varchar(20)","nullable","","typekey.InsuranceSubLine","",""
"StatCode","LineNumber","int4","not null","","","",""
"StatCode","LoadCommandID","int8","nullable","","","",""
"StatCode","LocationNumber","varchar(64)","nullable","","","",""
"StatCode","MajorPeril","varchar(20)","nullable","","typekey.MajorPerils","",""
"StatCode","Notes","varchar(255)","nullable","","","",""
"StatCode","State","varchar(17)","nullable","","typekey.State","",""
"StatCode","VehicleNumber","varchar(64)","nullable","","","",""
"StatCode","PMT_PayloadId","varchar(256)","not null","","","",""
"StatuteLimitationsLine","PMT_ID","varchar(100)","not null","primary key","","",""
"StatuteLimitationsLine","PMT_Parent","varchar(100)","nullable","","","entity.SubrogationSummary",""
"StatuteLimitationsLine","AbstractReadyFlag_Ext","bool","nullable","","","",""
"StatuteLimitationsLine","Description","varchar(255)","nullable","","","",""
"StatuteLimitationsLine","JurisdictionState","varchar(18)","nullable","","typekey.Jurisdiction","",""
"StatuteLimitationsLine","LoadCommandID","int8","nullable","","","",""
